T011-B2BCGBAL-PBmiRNA_S5_R1_001	109573.0	95175.0	105854.0	256990.0	111248.0	118924.0	127122.0	121762.0	145298.0	134498.0	128101.0	137728.0	114364.0	103831.0	102454.0	97163.0	95051.0	93486.0	85846.0	97951.0	96649.0	98893.0	101529.0	99228.0	98257.0	103627.0	107662.0	111790.0	112462.0	60724.0	36.0	9.0	12.0	41.0	19.0	3.0	20.0	22445870.0
T011-B2PPDBAL-PBmiRNA1_S23_R1_001	44059.0	43751.0	61513.0	124370.0	70035.0	78334.0	83789.0	106633.0	139141.0	142017.0	156069.0	195330.0	167524.0	165037.0	176405.0	177872.0	190601.0	194083.0	208685.0	281393.0	257909.0	253801.0	272705.0	282155.0	270713.0	280644.0	290310.0	294855.0	300083.0	157996.0	32.0	21.0	19.0	59.0	26.0	3.0	37.0	30515240.0
T011-B2PPDBAL-PLmiRNA2_S24_R1_001	15117.0	12908.0	15024.0	41285.0	21555.0	28371.0	35115.0	42260.0	58027.0	63479.0	72279.0	92308.0	85989.0	93437.0	103914.0	110662.0	120880.0	129863.0	133847.0	153920.0	165493.0	176400.0	187454.0	198456.0	206471.0	219923.0	227218.0	237015.0	241133.0	126515.0	30.0	15.0	27.0	51.0	16.0	6.0	20.0	23505935.0
T012-BALRNA-PBmiRNA_S8_R1_001	26646.0	26544.0	35581.0	71848.0	43540.0	49727.0	56648.0	68779.0	90504.0	91066.0	101140.0	128745.0	110327.0	113429.0	120257.0	124207.0	133693.0	139096.0	144687.0	178593.0	180257.0	190962.0	206851.0	217070.0	218641.0	228740.0	238533.0	251096.0	257591.0	137166.0	268.0	75.0	284.0	157.0	255.0	152.0	263.0	30993429.0
T013-B1BALCells-PBmiRNA_S4_R1_001	33772.0	31165.0	40025.0	82752.0	48355.0	54413.0	62123.0	69901.0	87221.0	85544.0	90243.0	108303.0	91185.0	89236.0	91696.0	92757.0	95512.0	97227.0	97747.0	117798.0	119736.0	129828.0	137311.0	142587.0	143416.0	152534.0	160835.0	173103.0	174543.0	93103.0	175.0	66.0	201.0	147.0	211.0	113.0	208.0	24729128.0
T013-B2BCGBAL-PBmiRNA_S7_R1_001	27510.0	27809.0	40520.0	72689.0	50826.0	57745.0	64708.0	78728.0	99377.0	102766.0	111393.0	132946.0	123953.0	125694.0	133112.0	137594.0	147367.0	153462.0	161149.0	197904.0	200378.0	208769.0	221701.0	231972.0	235137.0	248030.0	256394.0	266299.0	273839.0	144695.0	287.0	92.0	259.0	167.0	290.0	165.0	275.0	32254876.0
T013-B2PPDBAL-PBmiRNA_S6_R1_001	55997.0	62643.0	98875.0	164975.0	145949.0	167126.0	193481.0	234810.0	293399.0	300305.0	316713.0	361095.0	335879.0	349898.0	361070.0	376577.0	399947.0	395857.0	402387.0	465326.0	461599.0	470432.0	489869.0	502773.0	497617.0	515878.0	527242.0	522081.0	523786.0	269021.0	289.0	103.0	292.0	166.0	280.0	172.0	292.0	34969660.0
T013-B2SalBAL-PBmiRNA_S5_R1_001	31959.0	27547.0	33495.0	72976.0	32575.0	34900.0	38196.0	44474.0	61896.0	55735.0	64384.0	90986.0	63998.0	63066.0	64969.0	66222.0	69740.0	69911.0	73442.0	108936.0	99957.0	113950.0	132185.0	126845.0	117337.0	122110.0	130582.0	151996.0	144545.0	80633.0	194.0	72.0	234.0	129.0	195.0	115.0	191.0	22854587.0
T014-B1BALCells-PLmiRNA2_S28_R1_001	134218.0	150964.0	214450.0	295417.0	374405.0	385834.0	451574.0	577800.0	865139.0	638628.0	691092.0	1028935.0	667560.0	732026.0	633318.0	608303.0	616266.0	612860.0	614661.0	673348.0	661446.0	670684.0	692544.0	705557.0	693696.0	695511.0	687017.0	692294.0	681264.0	343789.0	319.0	127.0	292.0	170.0	295.0	171.0	291.0	34389883.0
T014-B1BALRNA-PBmiRNA1_S27_R1_001	76609.0	75628.0	108242.0	127563.0	149618.0	122962.0	137077.0	195825.0	384018.0	224806.0	248860.0	542100.0	227528.0	269708.0	204588.0	174911.0	185037.0	183719.0	188352.0	266689.0	246825.0	252094.0	289678.0	317209.0	286044.0	276312.0	276409.0	300192.0	301807.0	157266.0	259.0	93.0	259.0	152.0	277.0	134.0	246.0	30220625.0
T014-B2BCGBAL-PBmiRNA1_S3_R1_001	31420.0	31612.0	42088.0	69981.0	101603.0	79509.0	104977.0	192203.0	440485.0	230803.0	268656.0	643562.0	275622.0	346162.0	243067.0	189788.0	207065.0	204282.0	220352.0	310757.0	267284.0	297824.0	329047.0	331616.0	312358.0	311895.0	304764.0	335414.0	337301.0	175311.0	126.0	100.0	131.0	323.0	166.0	323.0	495.0	30743852.0
T014-B2BCGBAL-PLmiRNA2_S4_R1_001	68364.0	81484.0	119670.0	183127.0	250741.0	264209.0	325557.0	454256.0	737474.0	524868.0	565156.0	845076.0	597024.0	681323.0	583704.0	556948.0	576738.0	577588.0	581353.0	652409.0	641574.0	667504.0	688212.0	702965.0	697515.0	704725.0	700693.0	703580.0	701922.0	355800.0	159.0	134.0	158.0	426.0	226.0	465.0	642.0	37812090.0
T014-B2PPDBAL-PBmiRNA1_S1_R1_001	47003.0	47234.0	62814.0	89337.0	115431.0	96476.0	115649.0	185619.0	391466.0	216805.0	243199.0	545379.0	230997.0	285895.0	210526.0	165852.0	178555.0	173993.0	180953.0	244239.0	233376.0	243003.0	274166.0	295499.0	274832.0	271010.0	266058.0	288329.0	293212.0	151665.0	120.0	122.0	147.0	333.0	184.0	316.0	507.0	30661283.0
T014-B2PPDBAL-PLmiRNA2_S2_R1_001	83754.0	96623.0	132370.0	186664.0	243604.0	257096.0	313936.0	402959.0	616012.0	491755.0	531139.0	843942.0	544132.0	611018.0	546618.0	521043.0	545450.0	545003.0	549097.0	637866.0	633002.0	630801.0	670526.0	710586.0	680747.0	673831.0	667471.0	676731.0	674730.0	344279.0	174.0	160.0	177.0	426.0	242.0	439.0	616.0	39622230.0
T014-B2SalBAL-PBmiRNA_S29_R1_001	63450.0	62307.0	74310.0	104193.0	135806.0	127990.0	160231.0	219240.0	408291.0	260089.0	308311.0	611099.0	300884.0	353594.0	293675.0	265018.0	275693.0	281067.0	288062.0	347183.0	342863.0	361845.0	387168.0	408053.0	400626.0	407881.0	409210.0	425996.0	426262.0	219998.0	266.0	113.0	299.0	185.0	293.0	147.0	274.0	32821907.0
T015-B1BALCells-PBmiRNA_S18_R1_001	39539.0	41024.0	56054.0	108424.0	72394.0	83683.0	99263.0	115382.0	155605.0	157623.0	172580.0	215415.0	192579.0	189853.0	198555.0	203144.0	215643.0	221690.0	231195.0	283141.0	276783.0	288154.0	297951.0	308060.0	305663.0	311977.0	321628.0	336106.0	340061.0	181767.0	257.0	100.0	307.0	167.0	298.0	160.0	303.0	33848855.0
T015-B2BCGBAL-PBmiRNA_S22_R1_001	40788.0	39698.0	48267.0	63517.0	76759.0	75517.0	89234.0	128044.0	227539.0	142075.0	158027.0	268837.0	155990.0	186029.0	154872.0	143628.0	153123.0	160244.0	166835.0	198428.0	205557.0	225528.0	243271.0	257404.0	261728.0	277642.0	285431.0	302175.0	309218.0	159056.0	228.0	93.0	259.0	176.0	256.0	144.0	260.0	30328166.0
T015-B2PPDBAL-PBmiRNA_S21_R1_001	72217.0	75249.0	83067.0	137352.0	198670.0	148452.0	204001.0	312529.0	710982.0	375224.0	446142.0	1122031.0	445466.0	581467.0	388846.0	309642.0	333517.0	329533.0	344834.0	445463.0	444182.0	467510.0	511763.0	552166.0	526535.0	517933.0	510509.0	540596.0	546945.0	281686.0	330.0	116.0	336.0	196.0	347.0	171.0	320.0	38589564.0
T015-B2SalBAL-PBmiRNA1_S19_R1_001	23245.0	23016.0	31703.0	55229.0	33210.0	35075.0	38690.0	44976.0	59217.0	57861.0	61601.0	76539.0	61884.0	58878.0	59022.0	58892.0	61441.0	61038.0	64141.0	86210.0	80858.0	84856.0	92954.0	93989.0	92347.0	95474.0	99595.0	105392.0	109182.0	58830.0	149.0	63.0	166.0	111.0	159.0	86.0	161.0	19124269.0
T015-B2SalBAL-PLmiRNA2_S20_R1_001	61817.0	65193.0	93237.0	118152.0	140621.0	137213.0	146959.0	192489.0	316956.0	249629.0	226356.0	419213.0	220434.0	248644.0	213296.0	180422.0	190045.0	183328.0	189541.0	265097.0	253013.0	251746.0	302047.0	333731.0	302538.0	294955.0	288876.0	316701.0	324084.0	170569.0	281.0	108.0	271.0	183.0	280.0	142.0	267.0	32895864.0
T016-B1BALCells-PBmiRNA_S16_R1_001	110196.0	106233.0	135067.0	220680.0	142069.0	145197.0	146432.0	166299.0	206109.0	194879.0	199170.0	227330.0	185412.0	174749.0	171403.0	168621.0	173026.0	174556.0	174289.0	212870.0	203839.0	205372.0	218863.0	222983.0	217232.0	220976.0	228325.0	236587.0	242087.0	125824.0	48.0	8.0	18.0	55.0	32.0	2.0	29.0	26216401.0
T016-B2BCGBAL-PBmiRNA1_S17_R1_001	48075.0	47952.0	64755.0	120954.0	72014.0	80177.0	85196.0	105974.0	142862.0	132329.0	145588.0	197932.0	132695.0	127911.0	128109.0	126488.0	130609.0	131530.0	135255.0	182381.0	168824.0	176278.0	193267.0	191582.0	183008.0	187794.0	194559.0	205586.0	208598.0	110829.0	31.0	12.0	24.0	53.0	16.0	2.0	23.0	26076097.0
T016-B2BCGBAL-PBmiRNA2_S18_R1_001	19984.0	17724.0	24957.0	51566.0	29916.0	33519.0	36421.0	42111.0	51731.0	51711.0	55070.0	65173.0	55594.0	56368.0	59261.0	59870.0	64063.0	66545.0	69760.0	87901.0	88821.0	96178.0	107646.0	111875.0	113947.0	121899.0	127772.0	136975.0	143815.0	76235.0	31.0	10.0	18.0	41.0	24.0	2.0	23.0	24350128.0
T016-B2PPDBAL-PBmiRNA_S19_R1_001	52171.0	55961.0	78685.0	140501.0	96921.0	107058.0	117221.0	141026.0	185628.0	176280.0	193374.0	243739.0	186238.0	183298.0	185378.0	185049.0	193677.0	195504.0	202813.0	255308.0	241950.0	246553.0	263979.0	271103.0	260523.0	269784.0	276751.0	286724.0	290074.0	152714.0	38.0	21.0	19.0	60.0	32.0	4.0	22.0	28854765.0
T021-B1BALCells-PLmiRNA_S3_R1_001	49002.0	37777.0	36157.0	124897.0	28624.0	32436.0	36201.0	31843.0	47015.0	40733.0	41466.0	55438.0	39627.0	39815.0	42083.0	42890.0	47271.0	50416.0	50674.0	61395.0	65427.0	73216.0	78087.0	82168.0	85590.0	90289.0	96656.0	103282.0	108828.0	60722.0	33.0	15.0	24.0	60.0	20.0	5.0	19.0	20336488.0
T021-B2Sal2BAL-PLmiRNA_S20_R1_001	63020.0	47797.0	55340.0	142301.0	52358.0	55724.0	57130.0	57441.0	69438.0	65244.0	65643.0	74944.0	60662.0	57481.0	58233.0	56171.0	57044.0	58371.0	56284.0	70662.0	67771.0	73764.0	79473.0	77916.0	76991.0	79356.0	81975.0	86183.0	90083.0	47757.0	20.0	10.0	13.0	33.0	17.0	2.0	12.0	17881337.0
T021-B2Sal3BAL-PLmiRNA_S21_R1_001	52572.0	44606.0	42115.0	116760.0	34809.0	39655.0	43951.0	41404.0	68651.0	55039.0	64206.0	107913.0	50467.0	46830.0	48680.0	44621.0	46545.0	47632.0	50484.0	70507.0	69825.0	82963.0	87608.0	86337.0	82564.0	85277.0	89276.0	96239.0	103976.0	58316.0	27.0	13.0	17.0	36.0	13.0	7.0	22.0	18899197.0
T023-B1BALCells-PBmiRNA_S10_R1_001	31970.0	31938.0	43398.0	83125.0	52800.0	59749.0	69244.0	82614.0	110089.0	116086.0	124968.0	155109.0	146220.0	144968.0	153410.0	158694.0	168185.0	171553.0	180655.0	222064.0	221893.0	229109.0	238878.0	251195.0	243704.0	252128.0	265436.0	290052.0	275671.0	145092.0	266.0	99.0	288.0	173.0	272.0	140.0	258.0	30300339.0
T023-B2BCGBAL-PBmiRNA_S12_R1_001	63465.0	60078.0	53860.0	145790.0	46243.0	49368.0	59052.0	48677.0	70773.0	58460.0	59501.0	86318.0	49559.0	44992.0	44250.0	44122.0	44179.0	45215.0	46473.0	61249.0	60089.0	67252.0	73340.0	72722.0	71245.0	74624.0	79222.0	83877.0	88610.0	47772.0	178.0	76.0	186.0	99.0	164.0	86.0	157.0	20131957.0
T023-B2PPDBAL-PBmiRNA_S11_R1_001	29991.0	21726.0	27328.0	70036.0	25416.0	26104.0	27709.0	29521.0	35356.0	35353.0	36219.0	41961.0	36772.0	35847.0	37221.0	37506.0	39462.0	40755.0	41845.0	50473.0	53135.0	58453.0	62915.0	66940.0	68928.0	75383.0	81069.0	86065.0	90840.0	48907.0	176.0	78.0	168.0	122.0	150.0	82.0	166.0	20354130.0
T023-B2SalBAL-PBmiRNA_S8_R1_001	102506.0	81011.0	75006.0	229811.0	57852.0	62366.0	73509.0	53158.0	74077.0	61905.0	57427.0	75536.0	48345.0	44593.0	45908.0	46096.0	47609.0	49273.0	51055.0	67522.0	67604.0	78206.0	86013.0	87012.0	85929.0	91276.0	99022.0	106403.0	111706.0	60954.0	35.0	7.0	11.0	43.0	16.0	3.0	29.0	23129270.0
T025-B1BALRNA-PBmiRNA_S10_R1_001	7605.0	7322.0	8992.0	12164.0	15505.0	16558.0	20351.0	29050.0	60849.0	40256.0	46703.0	103297.0	50164.0	64754.0	57349.0	54158.0	59610.0	66179.0	71655.0	88731.0	94519.0	105313.0	118730.0	132490.0	134820.0	144417.0	152405.0	165209.0	172023.0	89636.0	119.0	92.0	89.0	271.0	143.0	268.0	400.0	26236071.0
T025-B2BCGBAL-PBmiRNA_S14_R1_001	15409.0	12511.0	11238.0	14092.0	17578.0	16137.0	21810.0	31922.0	66707.0	43073.0	54404.0	110364.0	57268.0	72553.0	68524.0	60523.0	68342.0	73498.0	82244.0	113109.0	112320.0	124835.0	147947.0	165801.0	167930.0	176635.0	186567.0	206231.0	216312.0	113825.0	115.0	122.0	120.0	300.0	190.0	327.0	449.0	29529260.0
T025-B2PPDBAL-PBmiRNA1_S12_R1_001	38097.0	41711.0	59300.0	82063.0	107119.0	104959.0	125878.0	191333.0	337531.0	234914.0	265766.0	473639.0	276227.0	318086.0	299484.0	270826.0	288156.0	296051.0	309126.0	386053.0	392357.0	399968.0	441905.0	468850.0	453218.0	465295.0	467475.0	489760.0	498634.0	258314.0	151.0	126.0	171.0	367.0	234.0	405.0	603.0	36546032.0
T025-B2PPDBAL-PLmiRNA2_S13_R1_001	105045.0	121614.0	164638.0	217487.0	267609.0	311353.0	388799.0	457596.0	589864.0	577534.0	624377.0	765852.0	668001.0	692459.0	702176.0	692504.0	701386.0	709817.0	703926.0	762519.0	771588.0	764177.0	787392.0	808185.0	796518.0	804042.0	795564.0	797885.0	788062.0	398013.0	172.0	145.0	169.0	409.0	267.0	438.0	677.0	37633492.0
T025-B2SalBAL-PBmiRNA_S11_R1_001	23119.0	21068.0	18759.0	25815.0	33807.0	29659.0	44030.0	52059.0	118094.0	68424.0	82968.0	212763.0	83586.0	114029.0	85971.0	74868.0	81670.0	85876.0	91844.0	123197.0	122311.0	132195.0	154201.0	174885.0	168399.0	169877.0	173762.0	190201.0	196809.0	104069.0	104.0	103.0	117.0	262.0	166.0	297.0	447.0	26551954.0
T026-B1BALCells-PBmiRNA_S13_R1_001	17252.0	17845.0	25233.0	48569.0	32006.0	36551.0	42238.0	51800.0	73392.0	71217.0	80729.0	112222.0	82902.0	84943.0	88560.0	91013.0	96452.0	99530.0	106454.0	137504.0	137230.0	146560.0	158678.0	164430.0	164195.0	171930.0	180658.0	190983.0	197004.0	107434.0	219.0	103.0	237.0	156.0	212.0	102.0	229.0	26872485.0
T026-B2BCGBAL-PBmiRNA_S17_R1_001	16115.0	14709.0	21800.0	42026.0	24328.0	27096.0	29823.0	35747.0	46109.0	47027.0	51594.0	62383.0	57537.0	57478.0	60448.0	62806.0	66872.0	69378.0	74985.0	96262.0	95710.0	99703.0	105824.0	113321.0	113611.0	119856.0	128350.0	134968.0	137031.0	73855.0	172.0	84.0	187.0	105.0	174.0	78.0	188.0	22154814.0
T026-B2PPDBAL-PBmiRNA1_S15_R1_001	28927.0	28988.0	41663.0	75573.0	45917.0	48925.0	54253.0	67350.0	98791.0	92948.0	103996.0	142029.0	100060.0	101020.0	102038.0	101268.0	108497.0	109240.0	118044.0	158604.0	145885.0	149631.0	158723.0	165834.0	160166.0	170563.0	173847.0	180109.0	184848.0	99919.0	214.0	68.0	242.0	140.0	223.0	117.0	245.0	26642800.0
T026-B2PPDBAL-PLmiRNA2_S16_R1_001	51432.0	59558.0	84737.0	151273.0	116042.0	133487.0	158296.0	186848.0	247338.0	247307.0	272488.0	340282.0	279591.0	286416.0	297501.0	306302.0	323167.0	328558.0	338846.0	393853.0	391420.0	402219.0	419903.0	437409.0	440711.0	457063.0	467513.0	474277.0	480050.0	250652.0	342.0	101.0	312.0	166.0	308.0	150.0	305.0	35817702.0
T026-B2SalBAL-PBmiRNA_S14_R1_001	37106.0	34921.0	32918.0	90629.0	30839.0	34721.0	43846.0	37339.0	53161.0	46168.0	47829.0	67555.0	44968.0	43709.0	44894.0	45894.0	47904.0	50024.0	51655.0	64200.0	66554.0	75152.0	79781.0	84302.0	86025.0	91934.0	96826.0	104497.0	109009.0	59468.0	182.0	59.0	207.0	111.0	226.0	120.0	210.0	22948965.0
T028-B1BAL-PBmiRNA_S23_R1_001	34478.0	33376.0	31233.0	39887.0	46532.0	45087.0	64019.0	73055.0	145020.0	88436.0	97358.0	185889.0	102449.0	141513.0	104364.0	92049.0	96655.0	101830.0	108808.0	136883.0	132877.0	146526.0	161889.0	173554.0	178920.0	189378.0	198485.0	216061.0	221465.0	114893.0	238.0	85.0	226.0	148.0	243.0	103.0	242.0	29151002.0
T028-B2BCGBAL-PBmiRNA_S26_R1_001	89406.0	86139.0	92057.0	118183.0	139891.0	138109.0	170855.0	212009.0	361512.0	237318.0	267115.0	450550.0	261918.0	308696.0	261790.0	247364.0	260437.0	271814.0	282368.0	330484.0	337593.0	361939.0	388981.0	408333.0	412472.0	430659.0	441318.0	463125.0	470046.0	242066.0	271.0	118.0	305.0	173.0	317.0	141.0	298.0	35112610.0
