Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
T007-B1BALCells-PLmiRNA2_S27_R1_001 - illumina_universal_adapter	2.35042953512e-05	3.52564430268e-05	9.79345639634e-05	0.000223290805837	0.000411325168646	0.000740385303563	0.00135933174781	0.00172756570831	0.00188817839321	0.00200961725253	0.00211146919905	0.00226424711883	0.00235826430024	0.00249145530723	0.00265990275725	0.00280876329447	0.00331410564452	0.00353739645036	0.00372151343061	0.00404273880041	0.00448540302952	0.00483796745979	0.00517877974238	0.00547258343427	0.00581339571687	0.00629131638901	0.00683583256464	0.00761147431124	0.00815990786943	0.00878277169624	0.00934295740211	0.0100990122359	0.0111292838488	0.0118892560652	0.0123867636501	0.0130840577455	0.0137656823107	0.0143650418422	0.0149839882864	0.0156891171469	0.0162884766784	0.0169622664785	0.0177144039297	0.0184273675554	0.0192539352752	0.0199238076927	0.0206641929963	0.0215064302464	0.0224152629999	0.0235121301163	0.0245110626688	0.0255922602549	0.0269790136806	0.0293490301286	0.0327023095987	0.0373639948433	0.043001108345	0.0487479085584	0.0539110187706	0.0590388725397	0.06441352141	0.0695962185349	0.0749277761971	0.0804160291616	0.0859160342738	0.0915648999232	0.0973978825529	0.104578444783	0.111806015603	0.51097554617	0.835659964769	1.1330480617	1.45491979962
T007-B2BCGBAL-PBmiRNA1_S2_R1_001 - illumina_universal_adapter	3.19598516083e-05	3.55109462314e-05	5.32664193471e-05	0.000145594879549	0.000365762746184	0.000742178776237	0.00124643421272	0.00155182835031	0.00171162760835	0.00188918233951	0.00202057284057	0.00220522976097	0.0023330691674	0.00249641952007	0.00264556549424	0.00289769321248	0.00342680631133	0.00366472965108	0.00388489751772	0.00419384274993	0.0046803427133	0.00511357625732	0.00543317477341	0.00579893751959	0.00622151777974	0.00668671117538	0.0072122731796	0.00796865633433	0.00854038256866	0.0092683569664	0.00996792260716	0.0106674882479	0.0117860830542	0.0125673238713	0.0132384807551	0.0139664551528	0.0146482653205	0.0154117506644	0.0161255206837	0.0169529257309	0.0178158417243	0.0186361445822	0.0195061627649	0.0204045897046	0.0213172210227	0.0222689143817	0.0232028522676	0.024282385033	0.0256318009898	0.0273150198412	0.0286750890819	0.0300103006602	0.0319456472298	0.0351558367691	0.039566296291	0.0453687849053	0.0517678574162	0.0578118204648	0.0641682798402	0.0702299983619	0.077097815363	0.0837170557406	0.0906274858772	0.0977509816912	0.105293506671	0.113056199517	0.120698155146	0.128819508549	0.138407464032	0.515082723992	0.852671085436	1.18138881251	1.52294019555
T007-B2BCGBAL-PLmiRNA2_S3_R1_001 - illumina_universal_adapter	3.08138513329e-05	4.10851351105e-05	6.16277026658e-05	8.55940314803e-05	0.000164340540442	0.000366342454735	0.000725837386953	0.000917568017468	0.000982619481393	0.00110245112547	0.00118119763443	0.00128733423346	0.00138662330998	0.00147906486398	0.00161601531435	0.00178720337731	0.00216724087708	0.00237951407515	0.00257124470567	0.0028451456064	0.00320121677736	0.00357098299336	0.00386542646165	0.00421807387135	0.0045741450423	0.00497814887089	0.00552595067237	0.00614907522154	0.0066900295005	0.00726522139204	0.0079739399727	0.00863130213447	0.00947012364298	0.0101856897462	0.0109320697007	0.0117058397452	0.0123049979656	0.0132157184606	0.0139586746538	0.0147872248785	0.0154993672204	0.0163963926704	0.0173105369266	0.018306851453	0.0191901818579	0.0201796488618	0.0210835218342	0.0220832601219	0.0231857112474	0.0247503701428	0.0259692291511	0.027420903925	0.0290540380457	0.031885488607	0.0354051151815	0.0406263511018	0.0465152204676	0.0526437531216	0.0584162146046	0.0642229137003	0.070334327548	0.0765450304722	0.0828687175179	0.0895382044509	0.0963994220143	0.103246944533	0.11011843338	0.117784234839	0.126100550938	0.488728224707	0.809257330033	1.11506083818	1.44232448191
T007-B2PPDBAL-PBmiRNA_S1_R1_001 - illumina_universal_adapter	3.06433723105e-06	3.06433723105e-06	2.14503606173e-05	5.51580701589e-05	0.00011644481478	0.000214503606173	0.000487229619737	0.000609803108978	0.000683347202524	0.000720119249296	0.000750762621607	0.000812049366228	0.000885593459773	0.000962201890549	0.00104493899579	0.00115219079887	0.00142185247521	0.00155668331337	0.00169151415154	0.00190908209494	0.00219712979466	0.0024177620753	0.00265678037932	0.00288354133442	0.00313788132459	0.00338302830308	0.00368333335172	0.00405718249391	0.00444022464779	0.00489374655798	0.0052798530491	0.00577627568052	0.0063952718012	0.0068794370837	0.00740037441298	0.00798872716134	0.00860465894478	0.00924510542607	0.00989474491905	0.0105658347727	0.0112706323358	0.0119172074915	0.0126097477058	0.0134003467114	0.0142399751127	0.0151837909798	0.0159989046833	0.0169488492249	0.0181653911057	0.0195780505692	0.0208191071477	0.0220816140869	0.0236965198077	0.0266137688516	0.0305422491819	0.0358956463245	0.0419293263324	0.0483276624709	0.0546371328296	0.060876123432	0.0676360513637	0.0745154884474	0.0815603997416	0.0890159322247	0.0965817808482	0.104080214053	0.112078134226	0.120701179194	0.129986121004	0.511879148423	0.869462788589	1.22464398836	1.59966677171
T007-B2SalBAL-PBmiRNA_S29_R1_001 - illumina_universal_adapter	1.89522928822e-05	3.79045857645e-05	8.12241123524e-05	0.000140788461411	0.000346556212704	0.000714772188701	0.00114796745458	0.00141329955493	0.00153242825305	0.00167050924405	0.00181400517587	0.00196020857811	0.00209016715787	0.00226344526422	0.00243672337057	0.00265332100351	0.00310276109186	0.00335455584016	0.00358198335474	0.00384460798468	0.00425614348727	0.00472724333891	0.00509816678532	0.00542306323473	0.0057614970362	0.00622447447661	0.00669828179866	0.00733182987501	0.00793830324725	0.00859351108689	0.00924871892653	0.00987143712123	0.0107540724755	0.0115554837173	0.0122269363795	0.0129308786865	0.0136239911119	0.0143820828272	0.0151158073088	0.0158874363761	0.0166807252068	0.0174658916262	0.0182970850426	0.0191553531631	0.0201246275705	0.0210993169188	0.0220983735007	0.0232273886624	0.0244538727589	0.0257994855535	0.0272669345167	0.0285638128439	0.0304698720138	0.0338298427948	0.0385327189	0.0445703779182	0.0515746038734	0.0586654688818	0.0656182528991	0.0726901656146	0.0803495994094	0.0880740124942	0.0955358009489	0.103617600128	0.111753548715	0.119813688131	0.12815811194	0.137044029831	0.146817998018	0.642436701711	1.10299366357	1.55190579519	2.00848277555
T009-B1BALCells-PBmiRNA_S25_R1_001 - illumina_universal_adapter	3.88305632257e-05	6.47176053761e-05	0.000112177182652	0.000267499435555	0.000673063095912	0.00133749717777	0.00226511618816	0.00272676843985	0.00295112280515	0.00320136421261	0.00341708956386	0.00368890350644	0.00388305632257	0.00424116040565	0.00451728885525	0.00483656237511	0.00560023011855	0.0059885357508	0.00630780927066	0.00672200194507	0.0074338956042	0.00803361208069	0.0085168368675	0.00900437616133	0.00959114911674	0.0101865510862	0.0108294126329	0.0115844513623	0.0123696916409	0.0132973106513	0.0141558975493	0.0151956937423	0.0162052883862	0.0172407700722	0.018237421195	0.019096008093	0.0200236271034	0.0210936248456	0.0220643889262	0.0231084996263	0.0240749491999	0.0250370842665	0.0260682514455	0.027185708765	0.0282902225634	0.029429252418	0.0304000164987	0.0315433608603	0.0327125922641	0.0338645656398	0.0352020628176	0.0366085921078	0.0382179032281	0.0404485033601	0.0429983770119	0.0462126847456	0.0503330389545	0.0547597231622	0.0593115280737	0.0635354304512	0.0681907835313	0.0728202495692	0.0775618927898	0.0822905924892	0.0869243730342	0.0919550882254	0.0969858034166	0.102573090014	0.108406303512	0.401602942908	0.681907835313	0.97579911034	1.26620426369
T009-B2BCGBAL-PBmiRNA_S7_R1_001 - illumina_universal_adapter	1.03455014708e-05	1.72425024513e-05	3.79335053928e-05	8.96610127467e-05	0.000258637536769	0.000655215093149	0.00116214466522	0.00140009119904	0.00151734021571	0.00164838323434	0.0017345957466	0.00189667526964	0.0020173727868	0.00213462180347	0.00230359832749	0.00249671435495	0.00300364392701	0.0032553844628	0.00360023451183	0.00405888507703	0.00493825270205	0.00577278982069	0.00625902838981	0.00677285496286	0.00725909353199	0.00797638163396	0.00870401523741	0.0095557948585	0.010424816982	0.0114524701281	0.0124697777728	0.0136284739375	0.0149009706184	0.0160976002885	0.0172597449537	0.0186287996484	0.0198392233204	0.0210875804979	0.0223083496715	0.0237429258754	0.0250395620597	0.0262672282343	0.0277328409426	0.0290260286265	0.0306088903515	0.0321917520765	0.0337608197996	0.0354057545335	0.0371300047786	0.0391370320639	0.0411440593492	0.0431786746385	0.0456409039885	0.0495066730381	0.0542518097127	0.060866033653	0.0682216851987	0.075735967767	0.0831157588162	0.09095075193	0.0992443956091	0.107613906299	0.115886858975	0.124515007202	0.132636225856	0.141298859088	0.149954595318	0.159013806106	0.169300683069	0.597228557405	0.990336922291	1.39115613427	1.81280084072
T009-B2PPDBAL-PBmiRNA_S28_R1_001 - illumina_universal_adapter	2.56224234033e-05	3.49396682772e-05	5.59034692435e-05	8.85138263022e-05	0.00018401558626	0.00036803117252	0.000638231273864	0.000812929615249	0.000887467574241	0.000987627956635	0.00108080040537	0.00119027803264	0.00127646254773	0.0014115625984	0.00157927300613	0.00178658170457	0.00210569734151	0.00230368879508	0.00251332680474	0.00279983208461	0.00315854601226	0.00353356511843	0.00383637557684	0.00410657567818	0.00442569131511	0.00476111213057	0.00512681399187	0.0056089814141	0.00606785572414	0.00657797488099	0.00708809403783	0.00758190801615	0.00822712722367	0.00887700505363	0.00952222426115	0.0102512986725	0.0109500920381	0.0116535440261	0.012324385657	0.0130907290479	0.0139502448875	0.0147189175896	0.0155574696282	0.0165520855185	0.0175187496742	0.018550634544	0.0195149693884	0.0204862921665	0.0217348029796	0.0229903017264	0.0243902177687	0.0258087683008	0.0276000086278	0.0307958236195	0.035011876925	0.040609211783	0.0477695144686	0.0556379277646	0.0633176668519	0.071186080148	0.0796764195393	0.0877055553094	0.0959606342677	0.104942458326	0.113873037538	0.122913094377	0.131839014966	0.141629110017	0.152076070832	0.656649137668	1.13424645128	1.63095110482	2.13182056682
T009-B2SalBAL-PBmiRNA_S6_R1_001 - illumina_universal_adapter	0.0001781447704	0.000275314645164	0.000449410670783	0.000757115274201	0.00183408138617	0.00392323369359	0.00800841717845	0.00987488852287	0.0105429314119	0.0110935607022	0.0115632150969	0.0120774056842	0.0124620364385	0.012972178281	0.0133122728426	0.0137616835134	0.0155228874935	0.0161423454451	0.0165917561159	0.0171707266197	0.0186890059129	0.0199198243266	0.0204218686795	0.020895571819	0.0212275688911	0.0216324433693	0.0221587801909	0.0228349205695	0.0234543785211	0.0240738364727	0.0246851969348	0.0253977760164	0.0260820138845	0.0267338617944	0.0273411735117	0.0279606314633	0.0286124793732	0.0292886197517	0.029895931469	0.0306368517641	0.0313291871218	0.0320012787556	0.0325842980041	0.0334547781322	0.0342483321095	0.0349771061702	0.0357382701892	0.0364184593125	0.0373132319093	0.0384468804482	0.0395197978154	0.0405319840109	0.0418640210441	0.0439288808828	0.0468034896779	0.0508198445015	0.0555082909588	0.0600307388801	0.0649783050035	0.06996230983	0.0754928952019	0.0809870418709	0.0866228946072	0.0924733308169	0.0984411806253	0.10420254445	0.110304002836	0.116834628169	0.124130466266	0.440855673059	0.734373474762	1.02810990868	1.32536470182
T010-B1BALRNA-PBmiRNA_S9_R1_001 - illumina_universal_adapter	2.03090516394e-05	3.3848419399e-05	5.75423129783e-05	0.000152317887295	0.000362178087569	0.000751434910657	0.00109668878853	0.00138101551148	0.00151979403101	0.00163487865697	0.00175334812487	0.0019090508541	0.00204782937364	0.00221368662869	0.00234908030629	0.00253863145492	0.00306666679755	0.00327991183976	0.00354731435301	0.00379440781463	0.00423443726681	0.00458307598662	0.00488771176121	0.00518219300998	0.00552406204591	0.00597086118198	0.00640412095029	0.00703708639305	0.00752450363239	0.00801869055562	0.00862119242092	0.00929477596696	0.0101883742391	0.0108281093657	0.0115084625957	0.012219279403	0.0128894781071	0.0135969100726	0.0144058872962	0.0152013251521	0.0159832236402	0.0167786614961	0.0175977932455	0.0183830765756	0.019317292951	0.0202582790103	0.0213008103278	0.0222654902806	0.0234874182209	0.0247398097387	0.0258974256822	0.0271565868838	0.0290724074218	0.0321119954838	0.0356186917335	0.0405402519142	0.0464704949929	0.0522822686037	0.0583580598858	0.0644135421163	0.0710782958959	0.0777565890433	0.0845296577651	0.0920710856072	0.100001770272	0.107634588847	0.115216634792	0.123502727861	0.132543640683	0.519519080303	0.884790913405	1.25575266581	1.63263450676
T011-B1BALCells-PBmiRNA_S4_R1_001 - illumina_universal_adapter	0.000104900423273	0.000209800846546	0.000372577365419	0.000741537474862	0.00175798640382	0.00386684663721	0.00632296344419	0.00761432382724	0.00827989892663	0.0089201532342	0.00953146949396	0.0102585379449	0.0107577192695	0.0113871218091	0.0117814027104	0.0123095220827	0.0137347209368	0.014429234084	0.0148741565689	0.0154167449652	0.0164114903583	0.0173049525841	0.0179198860998	0.0183105497451	0.0188061138137	0.0193740230018	0.0199310804219	0.0208390116716	0.0215696973786	0.0223546419251	0.0231251174478	0.0238232478509	0.0247601171485	0.0255812342548	0.0263010681938	0.0270606919485	0.0277769086316	0.0285148288504	0.0292780698611	0.030019607336	0.0306924169474	0.0314050163744	0.0320995295216	0.0328880913241	0.0335717527034	0.0343132901783	0.03521036966	0.0360097832305	0.0370081458796	0.0381439642557	0.0391567959287	0.0402962315608	0.041706961391	0.0440581777747	0.0472160422409	0.0513686521001	0.055850432253	0.0604226438054	0.0648682513986	0.0694079076471	0.0740054399913	0.0790406603084	0.0841048186733	0.089335370813	0.0946057127685	0.0999592516114	0.105330876734	0.111538087987	0.118135962886	0.440086213679	0.713142015459	0.976839976032	1.25609575455
T011-B2BCGBAL-PBmiRNA_S22_R1_001 - illumina_universal_adapter	3.73748028199e-05	5.60622042298e-05	0.000127074329588	0.000235461257765	0.000418597791583	0.000911945188805	0.00165196628464	0.00199581447058	0.00215652612271	0.00229481289314	0.00241441226216	0.00255643651288	0.00270593572416	0.00289280973826	0.0031133210749	0.00334504485238	0.00394677917778	0.00421587775808	0.00441022673275	0.00466437539192	0.00518388515112	0.00561369538355	0.00599865585259	0.00629017931459	0.00658544025686	0.0069928256076	0.00741142339918	0.00795709552035	0.00856256732604	0.00914187676974	0.00970997377261	0.0103976701445	0.0111489036812	0.0118067002108	0.0124233844573	0.0130849184672	0.0136978652335	0.0142771746772	0.0148676965617	0.01550680569	0.0161272274168	0.0167140118211	0.0173194836267	0.0179212179521	0.0186462891268	0.0193601478607	0.0200964314763	0.0208327150918	0.0216287983919	0.0225818558638	0.0235087509737	0.0242786719118	0.0255344652865	0.0279077652656	0.0307968375236	0.0346090674112	0.0389482820186	0.0439266057542	0.0485349189419	0.0532217192155	0.0580953935032	0.0634848400699	0.0686537752998	0.0740731217087	0.0792906441824	0.0845679663406	0.090088224717	0.0959672812006	0.102332210121	0.422877206506	0.727422049803	1.03201548034	1.34319435114
