Module	Section	Sample Name	Source
FastQC	all_sections	T015-B2SalBAL-PBmiRNA1_S19_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T015-B2SalBAL-PBmiRNA1_S19/T015-B2SalBAL-PBmiRNA1_S19_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T036-B2S1BAL-PBmiRNA1_S1_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T036-B2S1BAL-PBmiRNA1_S1/T036-B2S1BAL-PBmiRNA1_S1_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T033-B1BALRNA-PLmiRNA2_S16_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T033-B1BALRNA-PLmiRNA2_S16/T033-B1BALRNA-PLmiRNA2_S16_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T039-B1BALRNA-PBmiRNA_S10_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T039-B1BALRNA-PBmiRNA_S10/T039-B1BALRNA-PBmiRNA_S10_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T011-B2BCGBAL-PBmiRNA_S5_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T011-B2BCGBAL-PBmiRNA_S5/T011-B2BCGBAL-PBmiRNA_S5_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T011-B1BALCells-PBmiRNA_S4_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T011-B1BALCells-PBmiRNA_S4/T011-B1BALCells-PBmiRNA_S4_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T014-B2PPDBAL-PLmiRNA2_S2_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T014-B2PPDBAL-PLmiRNA2_S2/T014-B2PPDBAL-PLmiRNA2_S2_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T048-B2SalBAL-PBmiRNA_S5_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T048-B2SalBAL-PBmiRNA_S5/T048-B2SalBAL-PBmiRNA_S5_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T026-B2PPDBAL-PLmiRNA2_S16_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T026-B2PPDBAL-PLmiRNA2_S16/T026-B2PPDBAL-PLmiRNA2_S16_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T028-B2BCGBAL-PBmiRNA_S26_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T028-B2BCGBAL-PBmiRNA_S26/T028-B2BCGBAL-PBmiRNA_S26_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T054-B2PPDBAL-PLmiRNA2_S20_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T054-B2PPDBAL-PLmiRNA2_S20/T054-B2PPDBAL-PLmiRNA2_S20_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T028-B2PPDBAL-PBmiRNA_S25_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T028-B2PPDBAL-PBmiRNA_S25/T028-B2PPDBAL-PBmiRNA_S25_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T047-B2SalBAL-PLmiRNA2_S4_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T047-B2SalBAL-PLmiRNA2_S4/T047-B2SalBAL-PLmiRNA2_S4_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T054-B2PPDBAL-PBmiRNA1_S19_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T054-B2PPDBAL-PBmiRNA1_S19/T054-B2PPDBAL-PBmiRNA1_S19_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T007-B2BCGBAL-PBmiRNA1_S2_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T007-B2BCGBAL-PBmiRNA1_S2/T007-B2BCGBAL-PBmiRNA1_S2_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T013-B2BCGBAL-PBmiRNA_S7_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T013-B2BCGBAL-PBmiRNA_S7/T013-B2BCGBAL-PBmiRNA_S7_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T051-B2BCGBAL-PBmiRNA_S16_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T051-B2BCGBAL-PBmiRNA_S16/T051-B2BCGBAL-PBmiRNA_S16_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T036-B2S3BAL-PBmiRNA3_S9_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T036-B2S3BAL-PBmiRNA3_S9/T036-B2S3BAL-PBmiRNA3_S9_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T013-B1BALCells-PBmiRNA_S4_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T013-B1BALCells-PBmiRNA_S4/T013-B1BALCells-PBmiRNA_S4_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T015-B2PPDBAL-PBmiRNA_S21_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T015-B2PPDBAL-PBmiRNA_S21/T015-B2PPDBAL-PBmiRNA_S21_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T052-BALRNA-PLmiRNA2_S5_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T052-BALRNA-PLmiRNA2_S5/T052-BALRNA-PLmiRNA2_S5_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T025-B2PPDBAL-PBmiRNA1_S12_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T025-B2PPDBAL-PBmiRNA1_S12/T025-B2PPDBAL-PBmiRNA1_S12_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T033-B2PPDBAL-PLmiRNA2_S19_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T033-B2PPDBAL-PLmiRNA2_S19/T033-B2PPDBAL-PLmiRNA2_S19_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T041-B2PPDBAL-PLmiRNA2_S25_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T041-B2PPDBAL-PLmiRNA2_S25/T041-B2PPDBAL-PLmiRNA2_S25_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T007-B1BALCells-PLmiRNA2_S27_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T007-B1BALCells-PLmiRNA2_S27/T007-B1BALCells-PLmiRNA2_S27_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T013-B2PPDBAL-PBmiRNA_S6_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T013-B2PPDBAL-PBmiRNA_S6/T013-B2PPDBAL-PBmiRNA_S6_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T006-B2BCGBAL-PBmiRNA_S13_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T006-B2BCGBAL-PBmiRNA_S13/T006-B2BCGBAL-PBmiRNA_S13_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T025-B2BCGBAL-PBmiRNA_S14_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T025-B2BCGBAL-PBmiRNA_S14/T025-B2BCGBAL-PBmiRNA_S14_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T054-B2SalBAL-PBmiRNA_S18_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T054-B2SalBAL-PBmiRNA_S18/T054-B2SalBAL-PBmiRNA_S18_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T026-B1BALCells-PBmiRNA_S13_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T026-B1BALCells-PBmiRNA_S13/T026-B1BALCells-PBmiRNA_S13_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T031-B1BALRNA-PBmiRNA_S6_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T031-B1BALRNA-PBmiRNA_S6/T031-B1BALRNA-PBmiRNA_S6_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T038-B2BCGBAL-PLmiRNA_S28_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T038-B2BCGBAL-PLmiRNA_S28/T038-B2BCGBAL-PLmiRNA_S28_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T042-B2SalBAL-PLmiRNA2_S8_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T042-B2SalBAL-PLmiRNA2_S8/T042-B2SalBAL-PLmiRNA2_S8_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T013-B2SalBAL-PBmiRNA_S5_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T013-B2SalBAL-PBmiRNA_S5/T013-B2SalBAL-PBmiRNA_S5_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T053-B1BALRNA-PBmiRNA_S29_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T053-B1BALRNA-PBmiRNA_S29/T053-B1BALRNA-PBmiRNA_S29_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T009-B2SalBAL-PBmiRNA_S6_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T009-B2SalBAL-PBmiRNA_S6/T009-B2SalBAL-PBmiRNA_S6_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T032-B2PPDBAL-PBmiRNA1_S25_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T032-B2PPDBAL-PBmiRNA1_S25/T032-B2PPDBAL-PBmiRNA1_S25_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T036-B1BALRNA-PBmiRNA_S7_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T036-B1BALRNA-PBmiRNA_S7/T036-B1BALRNA-PBmiRNA_S7_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T051-B2SalBAL-PBmiRNA_S13_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T051-B2SalBAL-PBmiRNA_S13/T051-B2SalBAL-PBmiRNA_S13_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T050-B1BALRNA-PLmiRNA2_S28_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T050-B1BALRNA-PLmiRNA2_S28/T050-B1BALRNA-PLmiRNA2_S28_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T032-B1BALRNA-PBmiRNA_S23_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T032-B1BALRNA-PBmiRNA_S23/T032-B1BALRNA-PBmiRNA_S23_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T041-B2PPDBAL-PBmiRNA1_S24_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T041-B2PPDBAL-PBmiRNA1_S24/T041-B2PPDBAL-PBmiRNA1_S24_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T023-B2SalBAL-PBmiRNA_S8_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T023-B2SalBAL-PBmiRNA_S8/T023-B2SalBAL-PBmiRNA_S8_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T042-B2PPDBAL-PLmiRNA2_S10_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T042-B2PPDBAL-PLmiRNA2_S10/T042-B2PPDBAL-PLmiRNA2_S10_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T014-B2PPDBAL-PBmiRNA1_S1_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T014-B2PPDBAL-PBmiRNA1_S1/T014-B2PPDBAL-PBmiRNA1_S1_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T041-B2SalBAL-PBmiRNA_S23_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T041-B2SalBAL-PBmiRNA_S23/T041-B2SalBAL-PBmiRNA_S23_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T033-B2BCGBAL-PBmiRNA1_S20_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T033-B2BCGBAL-PBmiRNA1_S20/T033-B2BCGBAL-PBmiRNA1_S20_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T039-B2SalBAL-PBmiRNA_S11_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T039-B2SalBAL-PBmiRNA_S11/T039-B2SalBAL-PBmiRNA_S11_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T023-B1BALCells-PBmiRNA_S10_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T023-B1BALCells-PBmiRNA_S10/T023-B1BALCells-PBmiRNA_S10_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T026-B2SalBAL-PBmiRNA_S14_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T026-B2SalBAL-PBmiRNA_S14/T026-B2SalBAL-PBmiRNA_S14_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T025-B2PPDBAL-PLmiRNA2_S13_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T025-B2PPDBAL-PLmiRNA2_S13/T025-B2PPDBAL-PLmiRNA2_S13_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T036-B2S2BAL-PBmiRNA2_S8_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T036-B2S2BAL-PBmiRNA2_S8/T036-B2S2BAL-PBmiRNA2_S8_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T015-B2BCGBAL-PBmiRNA_S22_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T015-B2BCGBAL-PBmiRNA_S22/T015-B2BCGBAL-PBmiRNA_S22_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T014-B2BCGBAL-PBmiRNA1_S3_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T014-B2BCGBAL-PBmiRNA1_S3/T014-B2BCGBAL-PBmiRNA1_S3_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T016-B2BCGBAL-PBmiRNA2_S18_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T016-B2BCGBAL-PBmiRNA2_S18/T016-B2BCGBAL-PBmiRNA2_S18_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T051-B1BALRNA-PBmiRNA_S12_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T051-B1BALRNA-PBmiRNA_S12/T051-B1BALRNA-PBmiRNA_S12_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T031-B2PPDBAL-PBmiRNA_S8_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T031-B2PPDBAL-PBmiRNA_S8/T031-B2PPDBAL-PBmiRNA_S8_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T004-B2BCGBAL-PB-miRNA_S11_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T004-B2BCGBAL-PB-miRNA_S11/T004-B2BCGBAL-PB-miRNA_S11_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T031-B2SalBAL-PBmiRNA_S7_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T031-B2SalBAL-PBmiRNA_S7/T031-B2SalBAL-PBmiRNA_S7_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T009-B1BALCells-PBmiRNA_S25_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T009-B1BALCells-PBmiRNA_S25/T009-B1BALCells-PBmiRNA_S25_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T047-B2PPDBAL-PLmiRNA2_S20_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T047-B2PPDBAL-PLmiRNA2_S20/T047-B2PPDBAL-PLmiRNA2_S20_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T050-B1BALRNA-PBmiRNA1_S27_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T050-B1BALRNA-PBmiRNA1_S27/T050-B1BALRNA-PBmiRNA1_S27_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T007-B2SalBAL-PBmiRNA_S29_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T007-B2SalBAL-PBmiRNA_S29/T007-B2SalBAL-PBmiRNA_S29_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T048-B2BCGBAL-PBmiRNA_S24_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T048-B2BCGBAL-PBmiRNA_S24/T048-B2BCGBAL-PBmiRNA_S24_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T049-B1BALRNA-PBmiRNA_S2_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T049-B1BALRNA-PBmiRNA_S2/T049-B1BALRNA-PBmiRNA_S2_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T039-B2BCGBAL-PLmiRNA2_S15_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T039-B2BCGBAL-PLmiRNA2_S15/T039-B2BCGBAL-PLmiRNA2_S15_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T039-B2PPDBAL-PLmiRNA2_S13_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T039-B2PPDBAL-PLmiRNA2_S13/T039-B2PPDBAL-PLmiRNA2_S13_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T031-B2BCGBAL-PBmiRNA_S9_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T031-B2BCGBAL-PBmiRNA_S9/T031-B2BCGBAL-PBmiRNA_S9_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T006-B1BALCells-PBmiRNA_S2_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T006-B1BALCells-PBmiRNA_S2/T006-B1BALCells-PBmiRNA_S2_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T042-B2PPDBAL-PBmiRNA1_S9_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T042-B2PPDBAL-PBmiRNA1_S9/T042-B2PPDBAL-PBmiRNA1_S9_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T032-B2BCGBAL-PBmiRNA1_S28_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T032-B2BCGBAL-PBmiRNA1_S28/T032-B2BCGBAL-PBmiRNA1_S28_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T009-B2PPDBAL-PBmiRNA_S28_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T009-B2PPDBAL-PBmiRNA_S28/T009-B2PPDBAL-PBmiRNA_S28_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T023-B2BCGBAL-PBmiRNA_S12_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T023-B2BCGBAL-PBmiRNA_S12/T023-B2BCGBAL-PBmiRNA_S12_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T016-B2PPDBAL-PBmiRNA_S19_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T016-B2PPDBAL-PBmiRNA_S19/T016-B2PPDBAL-PBmiRNA_S19_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T011-B2PPDBAL-PLmiRNA2_S24_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T011-B2PPDBAL-PLmiRNA2_S24/T011-B2PPDBAL-PLmiRNA2_S24_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T048-B1BALRNA-PBmiRNA_S22_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T048-B1BALRNA-PBmiRNA_S22/T048-B1BALRNA-PBmiRNA_S22_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T038-B2PPDBAL-PBmiRNA_S27_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T038-B2PPDBAL-PBmiRNA_S27/T038-B2PPDBAL-PBmiRNA_S27_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T032-B2PPDBAL-PLmiRNA3_S27_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T032-B2PPDBAL-PLmiRNA3_S27/T032-B2PPDBAL-PLmiRNA3_S27_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T046-B1BALRNA-PBmiRNA_S17_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T046-B1BALRNA-PBmiRNA_S17/T046-B1BALRNA-PBmiRNA_S17_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T042-B1BALRNA-PBmiRNA_S6_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T042-B1BALRNA-PBmiRNA_S6/T042-B1BALRNA-PBmiRNA_S6_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T038-B1BALRNA-PBmiRNA_S25_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T038-B1BALRNA-PBmiRNA_S25/T038-B1BALRNA-PBmiRNA_S25_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T052-BALRNA-PBmiRNA1_S4_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T052-BALRNA-PBmiRNA1_S4/T052-BALRNA-PBmiRNA1_S4_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T026-B2BCGBAL-PBmiRNA_S17_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T026-B2BCGBAL-PBmiRNA_S17/T026-B2BCGBAL-PBmiRNA_S17_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T054-B2BCGBAL-PBmiRNA_S21_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T054-B2BCGBAL-PBmiRNA_S21/T054-B2BCGBAL-PBmiRNA_S21_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T004-B2SalBAL-PB-miRNA_S9_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T004-B2SalBAL-PB-miRNA_S9/T004-B2SalBAL-PB-miRNA_S9_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T016-B1BALCells-PBmiRNA_S16_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T016-B1BALCells-PBmiRNA_S16/T016-B1BALCells-PBmiRNA_S16_R1_001.merged.trimmed_fastqc.zip
FastQC	all_sections	T039-B2BCGBAL-PBmiRNA1_S14_R1_001	/nfs/users/bi/jlimberis/TB_HEART/multiqc_report/delete/T039-B2BCGBAL-PBmiRNA1_S14/T039-B2BCGBAL-PBmiRNA1_S14_R1_001.merged.trimmed_fastqc.zip
