Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
T014-B2SalBAL-PBmiRNA_S29_qualimap	21832.6956039	24607.236316	26121.5869098	27356.0335078	29688.497511	31793.8960824	33610.5637173	35270.3348307	36002.0623856	36679.1747747	37453.4504994	37771.1072553	37722.5837605	37907.0769023	37724.4616548	37834.8079942	38159.8259255	38312.4696705	38297.174637	38497.4946499	38660.5740327	38366.8437687	38144.6222625	37749.6994219	37855.0587347	37058.5455685	36881.9604496	36708.2985307	35311.2594087	34880.5581779	34970.4014844	34288.7948979	34237.4355465	34658.300556	34453.5935804	34779.6238436	34845.8449833	35029.3953902	35076.2802971	35296.9426395	35656.521604	35625.3489317	35808.4946664	35935.5858704	36000.1614025	35834.672239	35149.3531143	34184.3469332	33615.9499862	33749.550272	33808.3301872	33777.3209322	33502.0124189	33010.359188	32861.1375015	32819.4444621	32679.7737183	32532.9957948	32357.5026447	32318.9276202	32350.0405591	32046.178206	31769.0884637	31696.6628883	31898.8647166	31879.2075742	31663.8532564	31852.8976163	31498.2430193	31157.3294576	31149.0439715	30721.1834304	31022.5067187	31085.2775869	30952.1981121	30865.224354	30762.0289818	30630.7482575	30232.4255921	30190.0864256	30101.0218411	29937.2737586	29771.9255259	29690.5115035	29254.0094592	28537.2172733	28113.0282934	27533.8639041	26548.3286532	25358.8616101	23783.4032478	21922.8804442	20181.9388561	18406.0911639	16442.9114912	14200.8823613	11527.6157005	8609.66197274	5607.45026027	1980.75776591
T015-B1BALCells-PBmiRNA_S18_qualimap	23636.5065794	26373.172753	27523.2033522	28318.4888317	32789.2138912	34547.1565261	35699.9674813	37000.0119082	37749.5560352	38501.9807246	39120.6680918	39339.3375307	39415.4946311	39745.1323739	39845.4247555	40106.0989254	40493.7042265	40868.0369655	40960.4657891	40930.862206	41174.8747726	40864.437	41008.5438493	40875.2683826	41325.0540395	38298.071648	37990.9939522	37925.3224805	36470.1667982	35663.0412574	35326.7336082	34924.8539579	35349.8560443	35493.6049752	35492.7133737	35576.161066	35464.378029	35802.8164529	36115.3740617	36370.1771209	36415.4170348	36316.0900232	36160.4269433	36139.5755345	36216.3879501	36103.5481794	35771.0261692	35418.8603635	35263.4723242	35447.2683291	35786.5566578	35734.9281488	35060.9200897	34677.4878435	34622.8892076	34878.2997436	34945.1366574	34722.8264971	34557.5849298	34492.4313778	34301.6885913	33920.1857992	33682.969069	33528.4200863	33801.6701532	33841.4534935	33551.5652694	33774.7628697	33484.7383499	33212.7582631	33060.5615288	32849.4986389	33132.0089376	33162.0145191	33278.499494	33270.9441707	33414.9392897	33254.6297207	32908.40721	33150.1210012	33079.2060749	32736.1734827	32531.7740653	32397.8987179	31907.8783808	30982.2548781	30642.8091275	30149.3566523	29284.9651096	28106.3585287	26287.9993522	24163.0747739	22205.7802952	20191.5209717	17980.3244267	15423.1109573	12653.7705666	9356.75642852	5911.09394568	2006.13294756
T015-B2BCGBAL-PBmiRNA_S22_qualimap	18206.7425623	20234.0320034	21384.1222621	22332.2004463	23995.3713283	25416.8139255	26600.9002634	27693.3867114	28260.1629195	28781.4066169	29340.9490351	29558.3219099	29521.3026796	29649.6730149	29609.6356709	29685.3578482	29897.8783718	30069.1325938	30044.3345126	30134.4465065	30275.5623037	30157.8450531	30045.5372951	29866.8950014	30028.4470424	29651.076189	29625.8566796	29510.9349945	28692.5559908	28416.0781561	28449.2638768	28067.0798965	28105.8789859	28398.68755	28266.1330757	28452.7402567	28571.3794852	28815.4357174	28883.3823854	29056.9541373	29350.785041	29352.912736	29548.5032311	29687.0172775	29738.5418484	29633.2770767	29200.5566245	28581.4515305	28190.4169562	28346.946329	28360.0144606	28303.7148556	27992.4354026	27664.8451841	27523.3341274	27502.0255729	27443.3483477	27308.9196423	27175.0532607	27099.7602579	27075.4018633	26885.9181188	26731.0837747	26654.4078376	26725.0623546	26707.9128829	26483.6376843	26656.0693694	26503.0376702	26370.8422634	26361.5499975	26100.3175346	26271.7222846	26283.0817823	26220.8825718	26266.4445277	26168.0976308	26106.9106858	25909.0331401	25875.6805402	25869.7920148	25739.9798918	25535.7862704	25384.2381505	25017.9724736	24423.7419616	24141.2741848	23698.8585028	22878.4135084	21901.6041479	20615.0988919	19002.3519042	17432.8652788	15858.0561714	14107.9890492	12146.5404486	9852.11430018	7325.84523014	4689.44456434	1593.50468099
T015-B2PPDBAL-PBmiRNA_S21_qualimap	34299.040008	39186.6582868	41897.4630124	43852.5771657	47625.8714835	51491.0933318	54642.2834848	57983.4775589	59230.70086	60030.0554308	61134.9790209	61577.2797923	61255.1833952	61592.9358837	61611.1677139	61931.8710988	62532.5525637	62687.5784012	62609.7151167	62878.2199975	63147.9980484	63244.3033951	63290.7027596	62525.0597841	62802.7954338	61745.9350399	61545.0668966	61253.0388588	58069.4452122	57193.7765381	57378.4767782	56219.2780718	56000.3988019	56712.848006	56080.5072563	56555.0350697	56723.656714	57047.7038828	57075.3978428	57892.8014352	58680.8326468	58646.4687363	58857.8887722	59026.498251	59060.2320144	58630.9294951	57359.2281806	55393.2548368	54005.4107654	54086.526621	54169.230066	54144.2142198	53752.5517241	52595.0781445	52371.2460542	52287.5344024	52015.5473886	51653.6308636	51245.0452362	51214.0685311	51189.9835273	50763.3211072	50472.0457281	50439.6920156	50469.2934048	50184.3498038	49739.7777119	50074.2057937	49620.9728834	49068.3008968	49208.8552062	48832.9897084	49824.6122776	50059.7939211	49660.9633921	49463.756476	49219.1692827	48989.5060025	48265.5144065	47960.581505	47559.804411	47163.3254582	46688.4244107	46441.8309887	45661.4110323	44551.2806971	43807.1162984	42858.7582515	41481.1336513	39766.7430361	37412.8175574	34555.9444729	31800.8833099	28935.7396786	25986.5736055	22502.9659293	18489.5977411	14155.9042752	9588.37844136	3813.78469624
T015-B2SalBAL-PBmiRNA1_S19_qualimap	24102.7082838	26665.5096058	27664.3616924	28462.3059839	30927.8741193	32348.4796028	33571.3152461	34850.1315413	35429.1765211	36012.5790791	36631.2044578	36691.5235019	36598.9863602	36793.2720216	36698.413656	36715.9757636	37004.4638377	37209.2393478	37366.8545952	37330.0303621	37490.4424511	37212.7600907	37034.6013948	36882.6720933	37096.668597	35818.5482995	35623.0426242	35557.8732323	33682.9244546	32965.1178674	32807.6231207	32346.0587404	32504.0064061	32580.8406991	32265.8397381	32198.9727305	32151.0929822	32365.6260283	32339.5674778	32415.8978735	32377.3618183	32184.147898	32180.9524649	32310.8393923	32521.5627672	32447.9902229	32118.487872	31787.2431994	31669.5103141	31857.1127501	32058.5647718	32128.7354198	31817.8353078	31471.4042954	31375.5956357	31309.5076851	31270.526141	31057.9940915	30808.8227211	30705.3912429	30691.8312434	30413.7742712	30244.1593709	30095.691155	30207.3188315	30199.8185507	30111.4470053	30343.8297424	30169.8715763	29902.4872424	29813.1224168	29657.8340681	30308.1417332	30344.4368577	30381.3126177	30289.8124375	30252.3851165	30074.0073591	29782.3562295	29883.9057185	29850.4880312	29638.7176398	29499.4520897	29483.6931408	29106.3736923	28540.4474356	28117.5163286	27531.1112939	26701.9594192	25714.7021659	24206.5872895	22324.9110098	20528.8593864	18636.9013555	16548.226243	14244.2281322	11697.9560663	8855.55826987	5910.18624933	2242.57722516
T015-B2SalBAL-PLmiRNA2_S20_qualimap	51730.125143	59582.3534557	63069.4171805	65617.3244762	70895.8001694	74953.4706196	78675.233709	82205.9951212	83724.5880707	85126.8712836	86728.0022561	87320.2294658	86726.1847898	86719.824683	86313.2037555	86456.2589025	87106.8953828	87357.8163092	87666.5889699	88085.2774805	89037.4332139	88423.9987619	87755.2466494	87191.8020684	87489.28847	85646.7562814	84903.2194995	84262.8184219	77512.5106111	75195.1443978	74472.4390853	72910.0930586	72832.041111	73463.9345412	72292.4406725	72160.8774627	71726.3844726	72167.617467	71998.6354846	72336.5301135	73045.6340111	72883.0101887	73093.1449756	73292.1481796	73463.0145122	73041.1079784	71962.0654771	70353.6067362	69669.6086234	70227.0687873	70381.2783116	70447.4427098	69663.4489146	68371.303899	67882.9313646	67426.0593742	66990.4163121	66608.8700546	66280.7803941	66309.2570319	66394.7571723	65810.9601292	65286.392201	65090.5696905	65384.2870275	65217.8902859	64744.3796643	65013.2386144	64265.6373469	63513.4388238	63621.0360709	63199.3046388	65309.0999006	65547.9452354	64927.4795801	64360.5856408	63978.7181409	63568.8892985	62575.3698916	62305.5045424	62002.4454679	61561.262805	60984.8610358	60648.2442246	59552.2205544	58270.2776056	57447.0480621	56100.7451082	53915.1838623	51545.8899683	48514.1622031	44982.7458051	41494.527475	37780.7880412	34103.1096602	29835.2762329	24622.7101597	19332.5211347	13611.4704543	5551.56503223
T016-B1BALCells-PBmiRNA_S16_qualimap	24485.4086006	27437.9385325	28744.2587562	29599.3466853	32739.5468384	34424.3394667	35806.2398065	37175.3105962	37710.4265652	38307.6929477	38797.1739603	38814.2671233	38631.5113904	38737.7953156	38585.358404	38611.6764414	38856.6654192	39067.2731346	39352.7179933	39368.7207993	39701.2262988	39408.6514386	39336.555109	39159.487178	39525.8401647	37740.6817138	37481.58874	37346.2225048	34835.5614005	33898.8759094	33656.7291847	33227.6059627	33461.581874	33584.7171817	33249.9341821	33246.0071078	33201.2088325	33484.4533259	33584.3164817	33702.7913841	33877.0290375	33687.8675028	33556.6240766	33667.6245539	33852.2849856	33691.0022654	33272.7619384	32873.1401888	32759.680909	32954.5124029	33097.7384796	33106.6100558	32646.3519761	32265.3903806	32193.9768539	32196.4907993	32226.1049169	32056.5590806	31856.6206028	31828.5623458	31828.8257919	31569.0459858	31391.8169637	31228.4401459	31336.0511852	31316.3820043	31195.2729214	31393.833816	31091.5679562	30821.4531436	30756.5110858	30594.3932845	31460.8271172	31507.2124103	31501.7866841	31398.3425976	31377.9333726	31145.4482497	30863.9110451	30868.5034423	30827.4153108	30633.0442695	30481.9424912	30426.6866984	29987.3990227	29423.7238514	29053.4999565	28367.6239136	27473.2914661	26335.0392344	24748.6123248	22895.0437363	21042.7531848	19174.3176377	17200.6683124	14919.6906269	12337.7875071	9360.00054172	6358.57004125	2492.58622296
T016-B2BCGBAL-PBmiRNA1_S17_qualimap	29395.3506307	32657.8694956	34283.5500738	35444.2283061	39575.5513136	41739.9968096	43528.3225073	45268.9247288	45789.9833176	46594.3036038	47343.8913989	47378.4409664	47100.6792265	47160.8141756	46892.2717917	46870.716539	47084.0229439	47250.2676625	47464.9709771	47300.280775	47493.7255089	46991.8407387	46729.7183352	46540.3037428	46926.9406519	44475.1618297	44040.1063793	43841.3205077	41039.3242192	39881.4733998	39650.5324273	39099.1811598	39390.3089349	39607.7857854	39258.4658166	39250.7280605	39126.4539853	39439.2226565	39445.6618091	39518.3736623	39765.4063659	39544.5281159	39517.1570769	39706.9783513	39908.978963	39674.481482	39116.9825181	38525.2249962	38347.9101547	38592.4231844	38847.944427	38938.7609871	38614.7418613	38131.7302773	37960.6286907	37904.8183029	37876.3057867	37638.7460216	37424.963012	37430.7794133	37478.6528897	37190.2975073	36884.3845496	36662.266747	36825.9024036	36780.3736312	36613.5149027	36806.9977007	36489.4561933	36109.9372333	35977.9806236	35685.2441475	36582.6510413	36627.6377231	36619.7329721	36422.2413191	36266.123575	35992.0675748	35560.0807298	35589.269082	35577.5764972	35347.7707605	35246.476556	35277.9169243	34777.6594285	34088.9561378	33576.8872511	32753.6999972	31615.7969899	30369.5166218	28636.796118	26428.8098083	24279.5063383	22103.4544052	19805.5744659	17160.3550209	14143.9168008	10841.6096739	7397.57051031	2819.88180504
T016-B2BCGBAL-PBmiRNA2_S18_qualimap	19040.3701638	20829.423572	21804.447151	22624.7886206	24607.9779789	25791.9883167	26736.1079703	27653.6300088	28019.8725168	28463.8494196	28948.0558546	28992.5819223	28841.5444298	28887.268183	28783.6868553	28759.1768472	28852.6441768	28951.4918494	29054.8336081	29064.3104564	29194.2454035	28964.2379019	28813.7375636	28743.2706708	28939.220852	27955.3956589	27798.8455926	27693.6845533	26552.8516494	26041.7611279	25921.5790655	25553.8266554	25746.6165121	25876.6260436	25776.5384868	25740.3694087	25722.2708382	25901.4494128	25917.2864715	25958.4642659	26046.852302	25964.013202	25986.9930472	26145.5004413	26292.9752624	26202.4900287	25891.8848402	25604.6072532	25476.1853735	25600.5446122	25753.3984153	25795.1162543	25545.7776336	25314.0591918	25201.5071467	25157.7887711	25164.3377848	24993.3366283	24789.9403948	24677.8681006	24663.0785208	24511.5796818	24373.7668423	24223.8866958	24289.0127393	24300.9311611	24179.4128355	24323.8898571	24185.9390051	24006.7065855	23884.5341589	23652.6202061	23937.7414927	23939.3656119	23958.1962207	23919.1514137	23881.4281727	23741.6968766	23578.7224758	23640.7067052	23625.1278146	23496.67475	23453.528002	23416.8048245	23133.8940467	22654.9627209	22349.7617892	21835.5474597	21077.4611618	20211.992145	19025.7380121	17563.3774923	16191.4309347	14770.9695741	13195.003096	11403.8459282	9380.53966539	7049.00069804	4645.01537258	1667.24805172
T016-B2PPDBAL-PBmiRNA_S19_qualimap	25184.4708429	28093.7008868	29531.2850935	30429.8245932	34295.2921882	36089.6246995	37543.8297559	38976.3582222	39498.4800402	40207.3202873	40822.2538303	40844.3821889	40833.9998082	41067.9727744	40892.7248713	40980.9973479	41261.6032169	41450.796134	41588.9068734	41497.2279384	41636.0065451	41309.9438076	41325.9319416	41258.8516835	41570.1539287	38971.4339361	38575.5051469	38380.6672885	36162.1092094	35259.046507	35049.8776088	34669.5110772	34833.2530116	35017.3236587	34770.2698322	34739.1054401	34742.2834632	35052.6385958	35156.0596265	35454.4092154	35805.4264244	35664.1386048	35604.6110232	35657.4443286	35753.6620477	35464.6956462	34966.2696012	34458.5584312	34284.5224892	34567.5213783	34878.2062401	34966.5153997	34758.6662973	34269.2702425	34144.7420343	34189.6684215	34228.6937677	33933.7443637	33882.3807686	33996.508214	34045.530889	33845.6296905	33675.6526247	33469.4507871	33552.8141675	33370.451362	33057.0611159	33380.7037693	33047.2223112	32617.1361434	32510.8398984	32217.5486362	32822.5613675	32858.6865581	32857.6640509	32703.6577269	32526.0381537	32343.1845441	32007.4616639	32105.9184534	32057.5878449	31795.0188169	31637.9653865	31637.165601	31132.867408	30315.4839454	29769.7137992	29031.6752042	28072.9401348	26972.6812372	25367.2047195	23358.2501514	21506.3141522	19575.7094074	17546.7901502	15152.6477365	12456.7849477	9479.00925859	6359.51031195	2388.16512988
T021-B1BALCells-PLmiRNA_S3_qualimap	12759.5273301	13886.9973222	14517.817626	15092.6533565	16827.8538446	17668.9787986	18300.5675823	19010.4472931	19344.4798845	19671.805414	20080.4535328	20120.6719383	20055.5667465	20112.8073613	20096.6220212	20085.2279922	20173.2230864	20274.8597152	20392.4128947	20378.6928065	20500.0721402	20351.9193445	20199.9189655	20108.8323255	20215.7675802	19201.089567	19045.6808298	18960.6594615	18141.5725221	17787.293023	17671.0489699	17398.730492	17422.8438039	17477.5609021	17416.0047767	17460.8386657	17558.3885024	17669.9047611	17678.3310542	17729.7393954	17851.8916116	17739.6414516	17717.0175232	17810.8794649	17875.2714483	17741.6807121	17531.4398558	17330.1983582	17172.9375548	17238.9730026	17226.5657806	17261.5796073	17106.3133474	16945.5102395	16902.5960607	16819.8907291	16815.3780264	16686.883271	16582.8847758	16513.8391216	16512.0625091	16427.4680822	16357.1761791	16306.6139271	16342.9109164	16394.2284735	16368.7542038	16474.3096155	16377.3303765	16299.0144557	16216.3858191	16056.4470638	16246.9800342	16251.613345	16226.7520449	16227.3438892	16193.0265807	16094.9083412	15951.3855605	15903.7424918	15854.0815839	15768.2916235	15712.6345009	15690.7649575	15477.7813348	15150.5422009	14886.1286477	14423.3596663	13908.672201	13332.8966443	12564.2532933	11620.3420319	10700.7277373	9743.37217914	8724.12505947	7530.35884542	6127.23751233	4580.43401713	3060.28852978	1109.47162774
T021-B2Sal2BAL-PLmiRNA_S20_qualimap	22431.3517221	24549.8427538	25638.9166903	26629.1377582	29207.0636295	30767.9874022	32083.5425382	33319.8462517	33716.5983608	34274.3154782	35075.0622587	35095.164684	34751.2905441	34665.1560243	34538.0734348	34371.5129528	34478.7257016	34592.53059	34880.2524637	34767.6320285	34970.9773715	34536.6311982	34017.5426859	33774.2879424	34038.4675952	32806.0037357	32565.3281918	32457.3651688	30659.3729625	29807.0343801	29471.3386255	28841.3223486	28941.9222219	29130.5318844	28849.5392067	28809.9472501	28774.9657546	28956.9648734	28883.1035783	28837.889313	28983.9662734	28818.67635	28871.9673852	29125.9970997	29340.7207048	29073.4963528	28729.3185886	28311.6356125	28181.5053208	28348.403365	28335.7042999	28356.8441695	28058.5880827	27679.9127994	27448.8542759	27266.6222437	27161.0504083	26984.9290253	26790.5873055	26721.5103556	26800.8422945	26616.394084	26362.9703803	26229.5297614	26343.0702448	26401.9341198	26409.4333431	26556.0708578	26355.7495881	26148.6431085	26069.3699161	25852.16512	26499.1331775	26554.5938846	26454.3490344	26381.0108151	26268.7627317	26085.6388686	25818.2232269	25842.9982358	25847.512935	25697.7358621	25696.5208433	25786.7329311	25505.2899336	25101.8778068	24833.2073012	24176.6115127	23143.2101164	22185.6956264	21026.4627432	19431.6023702	17768.3251835	16125.4736597	14458.350041	12525.3289949	10193.7890962	7853.90214807	5454.48780752	2067.8982331
T021-B2Sal3BAL-PLmiRNA_S21_qualimap	36217.4905684	39726.8756451	41788.3979603	43444.367777	48409.5189963	51467.1407135	54042.2605499	56458.1532331	57442.1542724	58516.1206909	60146.9402212	60217.0536644	59618.8624315	59468.4373119	59238.9518389	58797.0378353	58968.5882612	59214.0753362	59711.9881689	59551.6857498	59961.4866815	58969.2210662	57783.7819358	57159.4525581	57281.9214756	54559.2851331	53928.6281455	53710.1196072	50426.1718162	48881.6218162	48464.255415	47221.029518	47082.9940434	47555.5900333	47016.4648819	46799.8501653	46505.4368393	46604.3459891	46250.8236869	46061.4997539	46414.5598194	46049.5723845	46176.442215	46626.4318255	46747.7062223	46126.4773318	45393.4512424	44402.0205228	44036.824524	44494.7518753	44399.3624755	44590.299184	44517.9786359	43752.5096593	43351.3056816	42793.8791712	42516.1682878	42302.4993822	42158.2744882	42348.3561833	42781.7364739	42567.4059501	42119.6808803	41931.9552093	42117.6920411	42066.3902146	41986.0356719	42094.2458639	41513.494008	40848.6329843	40658.5818557	39955.633312	40522.8546794	40426.0457972	39964.5309522	39595.2291598	39309.4426036	38841.281033	38101.3366743	37922.2842863	37828.6769361	37431.881988	37340.232232	37645.3934887	37177.3994909	36630.37618	36050.6210602	34537.7491982	32942.0783675	31504.8860089	29857.5328244	27648.1959952	25367.2548284	22806.1013109	20434.9023449	17702.2399234	14172.5447862	10991.4072632	7720.29765714	2759.71796112
T023-B1BALCells-PBmiRNA_S10_qualimap	20095.9678548	22404.4003927	23207.2000945	23829.333796	27948.1798116	29446.3270287	30295.0932289	31290.5732937	31933.8242571	32566.2549667	33103.3898944	33246.4170521	33269.6948445	33581.1729386	33593.2511407	33783.6345431	34049.7626458	34308.5151411	34306.5472537	34238.0181622	34459.7089073	34206.4388444	34459.8041488	34360.6665495	34809.3273715	31788.7107226	31536.825575	31519.417082	30231.2334323	29536.8594326	29131.8636819	28791.4115092	29204.4291654	29296.1333725	29335.732373	29389.0758282	29248.1006327	29459.1132143	29743.2529642	29902.3138002	29962.6789791	29855.3892503	29653.9402774	29633.8883338	29698.7910231	29639.3973517	29285.5131675	29108.2550026	28981.2713698	29145.0245409	29489.3191329	29412.939458	28750.3732837	28475.8485848	28441.8834958	28645.9312263	28727.0468764	28566.6894307	28389.8522761	28263.7415087	28081.9101892	27751.1578039	27563.8403074	27489.6839799	27616.5109318	27577.2400002	27291.7690693	27504.9677327	27207.8784749	27013.1319323	26902.4529317	26729.8949504	26950.3887752	26906.8157218	27030.6699578	27157.3980148	27455.3964733	27366.2585369	27125.557742	27344.0063748	27330.64513	27039.2233789	26998.5483383	26812.2244938	26386.8948455	25616.9488862	25302.1952109	24635.4488468	23928.1139356	22821.6657113	21240.1684372	19640.2625314	18140.1281592	16512.4141112	14792.75959	12770.0414307	10578.4122513	7799.15509506	4898.54231175	1670.67436509
T023-B2BCGBAL-PBmiRNA_S12_qualimap	23393.094172	25532.7795388	26579.3011221	27528.3959446	29785.1203648	31209.671124	32445.7783563	33685.6062791	34440.8145814	35214.0220715	36053.6799081	36056.220723	36106.5436324	36369.1664685	36262.7719708	36316.8844845	36646.4778506	36863.4854049	37016.4523989	36983.6225866	37243.7410957	36986.6955043	36783.0925699	36647.0247099	36814.6212462	35779.0022129	35727.9910485	35585.8388585	33769.4625476	33158.0913296	32933.3376272	32396.4607205	32499.2368612	32641.0815381	32359.2870955	32353.43756	32363.8411276	32527.6107024	32479.3116915	32538.7839533	32649.6895407	32469.9405923	32582.1056142	32773.026753	33013.8947572	32900.5088112	32459.7405351	32016.1081802	31791.5540213	31894.5832951	31984.0972918	32021.0042741	31820.2770855	31556.3797811	31445.6344008	31331.6957205	31306.2770533	31135.1896554	30904.8757975	30759.6832563	30784.298586	30515.5186357	30315.0626802	30194.6942354	30224.0156492	30238.1650688	30185.0494968	30365.2682348	30185.4186016	29920.0253645	29759.2556375	29463.7775601	30024.3839489	30075.6920649	30044.7774219	29947.9253432	29950.857494	29787.0325097	29505.5855879	29549.5661979	29523.7243924	29393.3066217	29328.9169289	29389.1136252	29103.3116398	28646.2848668	28228.7834073	27427.6555977	26513.068734	25373.3415614	23886.3268921	22131.3820418	20486.6852587	18678.2393717	16696.5602871	14417.9185686	11716.5448923	8836.37939688	5964.4757267	2237.15571609
T023-B2PPDBAL-PBmiRNA_S11_qualimap	16429.8256383	17685.5214641	18341.8324551	18991.3951362	20699.4914781	21575.9902118	22230.4969178	22953.1039208	23401.9450566	23885.8315781	24387.3283359	24404.7811222	24474.1597477	24671.7656587	24683.4612248	24725.0151967	24917.9266215	25071.9781825	25120.4388225	25124.5860153	25284.9385268	25148.8268868	25047.7685309	24974.3137763	25153.7057512	24257.476265	24199.4243115	24091.4222262	23312.2255995	22968.7250942	22850.5209923	22546.7327826	22643.1640763	22732.5145199	22667.6028113	22670.6831817	22750.5478625	22888.4479457	22897.9659125	22952.6686357	23030.9467062	22867.9575652	22884.3837498	23007.2673334	23132.2555348	23039.5287379	22745.5157427	22546.8925047	22412.4610585	22529.7419572	22626.1476075	22681.526126	22500.280262	22321.3513235	22282.6597099	22251.5278175	22334.6662271	22105.7456988	21937.4044708	21827.0710828	21856.744847	21709.8447923	21591.4753348	21488.1646653	21535.4727832	21580.6904275	21543.8086715	21780.8914921	21720.4403675	21571.8995264	21456.7702972	21217.8751409	21318.5340491	21294.2239406	21318.0115764	21327.700653	21328.2232191	21213.7240777	21025.4851798	21092.9250104	21056.8514191	20939.6021689	20842.8954669	20812.7193945	20525.1450335	20101.3986505	19796.4331266	19238.512824	18632.4587341	17844.9466458	16780.5680071	15550.0105999	14417.3171859	13094.1483049	11638.2631974	9977.26316155	8052.06181033	5970.22810866	3895.8678808	1350.68626923
T023-B2SalBAL-PBmiRNA_S8_qualimap	27165.2770568	29877.5840963	31163.9878004	32319.0178959	35234.317374	36874.1751941	38222.2269521	39668.8558043	40558.8691512	41359.9750569	42191.5117001	42223.4665848	42193.6070923	42445.7472181	42333.5771648	42409.1345249	42767.2848061	43024.1149046	43139.1360752	43020.535456	43240.7087968	42926.7475488	42636.9370039	42482.7627324	42694.2421594	41172.8253726	40997.2760897	40859.1075558	38601.7628753	37813.0126586	37552.9261373	36891.4475756	36975.1086582	37137.8244089	36770.6471572	36726.1488166	36692.0385597	36838.7648106	36741.4248752	36679.2118106	36697.982921	36498.238024	36503.1374089	36675.841476	36928.5486492	36880.1196225	36422.0094882	35979.765893	35790.9943505	35943.4121243	36108.9616047	36210.5658222	35873.4337828	35528.9313638	35394.3337691	35278.4451706	35302.2452704	35182.1813133	34931.4848902	34762.1447323	34758.6409393	34388.4286502	34133.376247	33961.3051794	34054.5721503	34156.801777	34140.0466807	34320.5047941	34144.6748471	33862.8332368	33691.1314855	33443.2609947	34226.5954691	34338.6309813	34354.4755851	34281.8435704	34227.7866204	34025.4290682	33649.4836028	33622.7267846	33610.1967585	33476.5490391	33400.5037301	33413.3672411	33063.3254582	32534.3522512	32076.5348842	31235.0431551	30198.2232614	28953.6898012	27251.9996604	25245.4153357	23386.7038636	21309.3173443	19043.5904725	16416.9098761	13401.7717123	10146.5945472	6904.41787226	2644.1948448
T025-B1BALRNA-PBmiRNA_S10_qualimap	23959.0689546	26863.8525033	28392.7132626	29687.8893315	32391.0334357	34068.5104379	35393.7394083	36826.0020149	37384.2099161	38041.0879419	38843.5818957	39066.0603297	38911.3163483	39053.555688	38808.1749766	38808.4094342	39027.7132737	39198.5386392	39301.7527397	39361.1528975	39599.5352218	39267.5741333	38996.5051943	38853.5689857	38925.69352	37837.1133685	37637.6031917	37539.7966247	35617.7998164	34905.0758621	34724.2188085	34101.2055562	34118.0051625	34270.7414963	33938.2149859	33889.5944827	33752.9960929	33907.8558739	33849.0771049	33895.523518	34071.8074979	34002.5035299	34204.669529	34402.0357115	34612.6317464	34530.4953131	34047.1583638	33624.2491842	33402.4120803	33632.9941794	33875.2496431	33979.6389481	33645.9346068	33242.3300632	33017.0588934	32919.3326354	32882.1528754	32766.6657519	32483.1615393	32285.6279642	32247.0123805	31894.0954726	31596.0170419	31416.3751997	31570.8993709	31587.976859	31419.0747065	31620.7558763	31463.7311055	31221.1353027	31102.267864	30796.2294686	31219.6208484	31266.9567247	31212.9128669	31202.0516864	31172.6970541	31083.2381118	30818.5899901	30845.008159	30782.3976389	30651.8555094	30570.2664333	30529.0131554	30068.5601902	29402.6188147	29081.9951689	28511.1101949	27474.1504743	26352.8525518	24808.7257541	22904.0579604	21114.512357	19190.3332333	17119.1937787	14773.1005737	11997.9996881	9071.42634455	6049.82839601	2203.84619336
T025-B2BCGBAL-PBmiRNA_S14_qualimap	32404.8628808	36880.4679349	39183.0339984	41013.8983377	43989.96365	46366.9335491	48482.752099	50676.7043878	51496.5939104	52353.3317586	53430.9451805	53713.6485265	53088.3074092	53085.6846946	52647.4010968	52650.9550581	52913.3528527	53064.7754009	53286.9225991	53396.5539713	53832.1158884	53522.0014473	53171.1691874	52994.1389307	53123.5669797	52517.2323114	52201.4055222	51977.9193177	48761.9625962	47629.881449	47256.0173884	46312.365775	46298.5432714	46562.0675829	45944.6718448	45715.1601257	45385.076193	45691.5054007	45737.7965808	45911.0229099	46278.1949242	46243.7309193	46581.2956656	46816.4845766	47103.1030645	46958.4967238	46340.9708237	45657.2149061	45359.6775501	45666.9028486	45889.9260597	45957.8331343	45503.4678631	44817.2200774	44519.3767782	44343.8524972	44200.4420735	44128.1674818	43893.3052291	43817.9669085	43790.509538	43299.5478957	42920.0899366	42705.3306874	42817.1377165	42784.7816721	42513.1795038	42734.021815	42447.7767016	42074.142713	41983.809694	41528.8383002	42174.8619238	42250.0950277	42036.1354281	41923.1149377	41859.2431398	41780.8154536	41387.3435712	41327.626591	41214.4283624	40975.5413964	40849.4830972	40761.2421912	40099.6279489	39246.8589161	38723.7948025	37825.5637509	36314.691411	34735.4170754	32651.2771899	30108.4495409	27746.7949296	25170.4268668	22477.730373	19395.9329362	15764.9974595	12005.1061921	8080.63126952	2981.20266046
